householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,numbUrban,medIncome,pctWPubAsst,PctPopUnderPov,PctLess9thGrade,PctUnemployed,NumImmig,HousVacant,NumInShelters,NumStreet,PopDens,burglPerPop
2.55,0.79,97.97,0.83,0.99,85427,35786,5.3,4.84,6.04,5.44,3610,1704,0,0,2322.5,603.19
2.98,0.79,98.28,0.68,0.98,0,44492,4,3.98,3.87,5.47,478,120,0,0,432.1,525.46
2.92,2.23,88.14,9.06,2.86,43548,58769,2.69,2.27,4.17,3.86,6093,474,7,0,1910.5,469.44
2.46,7.68,86.25,4.09,1.42,72798,23835,5.25,13.8,9.81,5.61,3010,3408,19,5,1504,1276.83
2.51,25.59,62.84,5.29,10.79,574283,29180,11.94,18.71,10.34,8.32,114597,22399,2245,218,11447.7,1449.39
2.55,0.32,98.08,0.54,1.88,20958,31998,4.21,5.01,7.7,4.6,692,207,0,0,4233.9,711.87
2.64,0.93,95.98,2.43,2.01,19758,57464,2.05,2.35,3.27,2.84,1901,395,0,0,524.3,329.35
2.57,0.39,87.04,3.87,15.3,11886,21183,9.85,20.7,8.54,7.12,930,342,0,4,3346.3,1473.09
2.89,4.03,91.16,4.04,1.64,60633,18393,4.65,31.46,4.65,6.83,4115,1042,61,0,3871.8,560.89
2.25,5.03,72.73,14.72,16.04,67460,42431,4.05,6.22,6.41,3.17,15539,1497,112,5,5410.7,787.69
3.11,3.25,93.18,1.17,4.37,18157,47869,1.82,3.09,1.8,3.09,509,277,0,0,930.3,537.93
2.47,4.24,90.72,3.91,2.03,191262,29420,5.16,16.05,3.84,3.52,10906,2686,209,5,3196.2,818.74
2.62,19.72,72.71,0.43,8.37,0,18870,9.62,21.95,17.88,9,569,604,0,0,768.4,1398.23
2.57,0.92,97.32,0.43,3.8,41832,30638,7.2,8.53,10.39,7.78,1659,506,0,0,6903,698.22
2.57,0.73,97.5,1.09,0.91,11249,32886,6.4,6.75,12,5.32,429,345,17,0,1110.1,587.55
2.91,25.13,69.39,4.32,1.92,24846,21219,10.86,29.47,5.8,7.5,1777,770,74,0,5501.8,1714.55
3.01,51.51,45.9,1.18,3.01,13334,40369,4.33,7.73,3.58,9.73,400,382,0,0,3814.1,712.68
2.84,0.6,97.42,1.56,0.87,33836,44734,5.13,4.1,3.72,6.7,2240,275,0,2,2351.7,562.33
2.56,1.37,98.07,0.38,0.23,0,27688,6.14,7.46,8.55,6.74,202,197,0,0,2301.7,514.05
2.54,74.45,21.07,3.24,1.98,20236,22194,8.97,23.37,9.18,8.29,1298,2012,0,4,2035.9,2520.28
2.81,19.85,65.54,2.73,39.14,110002,27631,11.45,16.12,20.43,9.91,40594,2214,61,43,8617.3,1732.35
2.82,6.75,92.48,0.3,1.12,0,31155,6.55,10.96,9.55,5.03,119,476,0,0,716.2,642.41
2.97,20.9,74.96,2.18,3.86,75494,25341,6.28,13.3,7.4,6.29,2803,2200,0,0,997.3,935.26
3.43,0.13,98.62,0.49,0.57,12408,46101,3.12,2.04,1.84,4.97,156,54,0,0,416.1,523.73
3.21,36.01,41.15,1.44,40.96,140891,26960,13.05,18.54,22.45,11.04,35355,2192,252,94,16110.7,2345.21
2.79,30.92,65.53,1.99,2.82,27529,31308,7.13,12.45,6.21,4.07,1032,585,22,3,1251.2,859.88
2.74,0.39,98.79,0.51,0.59,0,36582,2.49,5.63,1.84,2.07,113,227,0,0,1356.3,384.89
2.37,4.07,93.09,1.92,2.79,11216,31793,2.5,6.25,6.2,3.44,539,726,0,0,2685.8,744.59
2.64,0.83,91.77,6.81,2.42,16642,80968,2.55,2.36,0.62,2.98,1808,170,0,0,1275.8,742.77
2.4,23.65,75.76,0.23,0.38,10380,20134,11.17,20.96,15.03,7.43,64,383,8,0,1526.5,907.34
3.32,8.7,67.75,4.53,36.1,87535,35558,10.11,11.4,10.59,7.37,14424,2998,10,25,2372,1546.16
3.27,0.29,48.24,0.65,57.15,0,20393,16.5,27.93,32.85,14.88,2517,138,0,2,3030.7,1344.29
3.46,0.01,98.55,0.25,2.19,0,29023,4.31,7.55,3.16,6.41,128,108,0,0,1432.6,455.66
2.65,9.61,86.15,2.41,2.9,17076,34825,6.11,7.38,5.18,4.18,799,616,0,0,992.3,990.05
2.74,44.43,54.58,0.66,0.76,0,19038,18.58,26.24,15.48,8.71,132,410,0,0,873.5,3687.27
2.77,0.42,98.73,0.49,0.56,13658,43486,1.67,2.3,4.23,2.6,296,169,0,0,383,207.81
3.05,10.93,87.31,1.43,0.66,11280,42281,2.38,2.34,0.74,2.94,125,124,0,0,2775.6,522.38
2.43,0.16,97.72,0.36,0.26,0,20146,7.67,14.51,14.39,4.67,129,383,0,0,1418.4,951.37
3.1,0.91,96.66,1.92,1.01,34598,49981,2.3,3.49,1.71,3.49,769,393,0,0,1925.8,537.82
2.52,0.22,96.82,1.03,2.79,0,23745,6.66,14.7,7.09,7.28,536,302,118,3,2209.7,1263.43
2.49,0.55,98.33,0.83,0.91,11234,40926,1.94,3.36,5.48,4.23,408,83,0,0,3400.1,301.93
2.63,0.81,94.59,3.73,4.22,11488,44672,2.59,2.51,6.18,4.58,1337,147,0,0,7345.3,543.25
2.54,0.75,95.34,1.95,2.11,0,21318,7.78,18.98,6.61,7.41,263,278,7,0,2831.1,719.26
2.75,0.06,97.1,1.89,0.47,11982,30743,5.85,7.67,11.74,5.09,137,89,0,0,2456.7,466.43
2.43,2.23,86.5,9.95,2.52,86878,43800,2.87,5.58,1.84,3.03,11548,1672,18,13,3175.7,748.6
3.1,0.63,97.64,1.14,0.67,0,30535,6.35,14.69,7.85,6.32,239,99,0,0,2529.6,223.89
2.37,0.64,95.5,2.48,2.05,18692,29693,4.55,8.35,4.17,4.6,813,270,12,1,3789.9,789.49
2.4,12.22,83.06,4.33,1.02,0,22265,1.35,28.65,5.46,5.77,722,222,0,0,1503.5,1067.94
2.62,1.8,94.81,1.94,4.21,31813,41315,4.82,5.65,5.57,6.16,2830,875,66,0,1456.1,248.06
2.26,19.36,70.17,9.01,3.83,21096,38956,2.09,9.61,2.49,3.76,3238,591,2,0,3426.9,484.2
2.96,2.27,73.14,12.08,33.48,30491,33367,8.22,13.62,13.83,8.43,9410,449,42,0,9422.4,2099.7
2.72,7.02,91.7,0.72,1.67,8780,37764,4.44,6.77,11.03,4.46,367,165,0,0,1020.1,513.94
2.98,6.57,91.08,1.53,1.57,0,25312,5.54,21.46,10.3,4.6,740,590,2,0,1687.6,494.03
2.95,1.27,96.77,1.68,1.76,32000,60634,2.19,1.98,7.75,4.41,3061,252,0,0,1325.9,476.91
2.63,43.89,53.95,1.67,1.57,219531,21898,9.88,26.17,8.8,9.35,6531,13775,131,7,2865.6,3293.5
2.74,1.6,92.56,3.47,11.16,22591,45764,2.04,3.26,6.32,2.81,2980,347,1,0,4137.5,574.41
2.5,0.07,98.16,0.38,0.28,0,20606,4.84,13.44,14.04,5.53,115,588,0,0,1286.7,520.38
2.65,30.21,69.48,0.16,0.49,0,21645,13.21,19.55,19.77,6.1,65,287,0,0,1574.2,856.62
2.77,2.83,94.47,0.74,0.59,0,24365,7.84,16.57,7.28,7.2,449,274,26,0,1859.9,246.43
2.95,1.09,98.33,0.34,0.5,23336,42530,2.95,4.3,5.49,3.02,349,348,0,0,819.5,427.52
2.65,4.22,77.43,0.77,29.02,17637,18617,16.66,22.33,24.71,9.85,4886,694,7,0,14073.6,1416.94
3.42,0.39,59.45,6.07,58.24,0,24128,14.48,22.42,31.51,15.46,4484,147,0,0,3912.5,860.49
2.24,15.46,83.11,0.42,1.34,0,15708,9.5,24.92,14.8,6.68,881,3055,62,3,1086.8,3349.59
2.27,5.61,91.38,2.17,2.24,19211,32955,2.75,2.77,7.52,4.89,803,598,0,0,4818.2,818.76
3.56,26.72,64.71,0.93,13,0,17876,8.53,30,9.59,8.13,1453,1283,3,0,1285.9,819.23
2.78,0,99.17,0.16,2.3,0,24568,7.34,15.12,11.18,6.4,56,366,0,0,999.5,648.28
2.71,0.47,97.67,0.75,1.35,0,25392,6.48,13.02,14.07,4.37,144,249,0,0,1582.1,560.79
2.84,7.45,78.71,0.47,30.13,0,22807,9.37,24.8,16.05,7.58,1776,2085,14,0,1487.3,2104.53
3.01,0.25,66.05,32.33,5.05,12959,100077,1.1,3.88,1.51,2.81,3708,162,0,0,3322.8,743.96
2.55,0.48,98.46,0.67,0.54,23649,27493,8.12,10.91,10.24,6.69,696,859,0,0,392.5,496.11
2.59,4.48,94.6,0.69,0.47,23756,29047,3.32,5.16,10.42,2.39,401,448,1,4,1575.7,347.49
2.54,4.86,91.91,0.41,4.75,0,22098,7.36,12.84,9.6,7.52,118,629,0,0,1211.1,634.18
3.04,51.88,17.4,2.51,38.55,109602,29881,11.32,16.47,17.16,10,31670,2611,10,95,11537.1,1410.91
2.47,1.27,97.54,0.71,0.68,0,23156,7.18,14.9,6.8,5.83,157,342,0,0,1733.5,1347.97
2.5,1.96,97.49,0.27,0.63,21128,25547,7.84,12.66,8.49,7.01,476,431,0,0,2404.8,594.46
2.34,3.11,69.82,21.25,13.42,23936,43043,3.39,5,3.88,2.55,5609,487,0,0,6731.2,853.23
2.53,57.78,41.56,0.41,0.47,0,18253,15.04,25.16,19.2,8.17,238,839,9,0,1859.4,3061.58
2.51,0.47,94.22,2.32,1.1,96466,26770,8.46,13.39,9.08,5.42,2318,1343,150,1,2124.3,622.01
2.58,1,93.31,3.23,2.81,0,14456,5.39,33.88,5.15,8.07,574,230,0,0,2414.3,670.55
2.36,13.57,79.35,1.4,2.6,367193,25708,5.85,14.99,5.03,6.09,11010,20764,334,91,1931.9,1907.98
3.36,17.62,65.95,13.9,5.9,47089,50451,3.42,2.88,5.84,4.6,8621,542,0,0,2419.6,758.22
2.46,3.17,93.5,1.8,3.84,35701,30786,8.59,9.6,9.36,7.59,4039,888,0,0,10186.3,973.05
2.71,0.86,97.25,1.24,2.7,16384,45191,4.3,3.61,8.98,5.46,2463,323,0,0,1445.6,319.04
2.36,1,97.72,0.78,1.95,35317,26472,3.15,8.22,5.35,4.54,1889,2055,0,0,1694,448.51
2.96,9.65,77.61,8.59,9.59,16139,53840,1.71,3.19,5.19,2.42,2941,340,18,0,3684.7,233.1
2.83,0.18,97.33,0.33,3.16,0,35532,3.94,9.69,2.38,5.31,115,837,14,0,1314.9,380.59
2.47,0.97,96.97,1.1,2.13,99567,31911,5.86,8.99,11.74,7.07,6739,4023,147,1,2910.9,1301.14
2.66,1.04,98.08,0.77,0.49,33823,41149,1.75,3.81,3.29,3.78,794,305,0,0,2793.2,163.06
2.62,24.9,70.94,2.83,2.45,0,30043,8.4,10.66,7.93,5.96,656,213,0,0,2389.5,1047.66
2.72,0.69,98.39,0.46,0.64,739,37889,6.68,6.25,8.49,8.27,514,474,19,0,1166.8,528.9
2.4,8.45,90.6,0.46,0.82,0,14868,18.17,26.82,21.98,8.52,189,733,31,0,1584.9,2328.64
2.76,0.35,99.08,0.31,0.57,6275,40059,6.44,5.87,9.61,6.65,235,190,0,0,340.2,350.23
2.52,5.52,93.2,0.74,1.06,0,31298,4.47,8.51,9.51,3.73,214,289,19,0,2283.7,1046.8
2.94,0.75,94.89,3.91,1.08,9612,57963,3.27,2.82,2.43,4.57,935,122,0,0,621.2,297.74
2.51,13.64,83.98,1.86,1.07,10621,38128,3.6,4.01,6.65,3.59,279,190,0,0,2081.4,739.77
2.6,17.59,81.3,0.63,0.79,14967,36999,2.81,4.63,6.84,2.87,226,211,0,0,1269.7,941.55
2.73,1.15,84.64,13.62,2.95,13512,101320,1.87,2.25,1.87,3.56,2233,185,0,0,2713.3,642.21
2.54,6.71,92.34,0.52,0.77,31933,20290,12.82,21.12,8.14,9.51,367,738,68,0,3468.4,1375.92
2.92,0.76,97.48,1.46,0.87,11005,43236,1.54,2.84,5.46,2.91,231,121,0,0,684.6,161
3.02,0.08,99.33,0.24,0.86,16813,46119,2.92,2.66,3.88,2.93,322,196,0,0,519.7,278.18
2.44,0.99,93.95,2.62,4.93,13138,29099,3.47,11.52,3.3,5.14,693,443,0,0,1685,774.54
2.81,2.29,89.5,5.41,5.97,0,58815,0.64,2.51,1.79,2.28,1251,407,0,0,1106.5,767.84
2.7,0.07,98.35,1.46,0.7,17715,55657,2.04,1.74,2.55,2.21,1383,111,0,0,5241.1,119.01
3.61,14.43,57.02,6.67,51.27,131723,32132,13.01,18.43,21.66,9.08,41589,2023,211,6,5570.2,1578.22
2.47,0.22,96.37,2.52,1.15,0,24202,8.02,10.65,12.71,5.79,878,584,0,0,2177.5,611.84
2.76,2.56,81.68,0.6,36.49,0,21870,10.49,21.62,14.59,6.51,2864,2047,15,2,1478.6,1692.11
2.98,2.7,95.94,0.41,0.89,0,47421,2.9,2.87,2.53,4.31,334,364,3,0,322.8,637.48
3.08,1.7,96.9,0.99,0.62,14660,50647,4.01,4,2.77,4.71,773,272,0,0,672.2,718.49
2.6,0.88,87.54,1.94,14.69,0,20674,9.49,19.76,11.14,10.06,897,247,0,0,1715.7,897.54
2.05,16.71,78.47,3.7,1.72,11553,19799,2.95,29.43,3.41,4.87,746,471,7,0,3156.6,1235.18
2.79,0.79,91.5,6.84,3.57,33429,48863,2.26,2.72,3.54,2.48,3143,414,3,0,3001.9,480.94
2.42,33.98,64.68,0.87,0.76,175781,26889,5.67,14.62,6.11,5.26,3638,8422,140,1,1649.7,3205.38
2.6,52.56,46.93,0.17,0.49,0,20349,14.9,25.98,15.97,6.6,157,709,0,0,1162.3,2375.63
2.27,0.82,91.82,0.99,11.11,29034,19042,9.59,21.65,8.37,8.53,993,888,45,29,1887.3,1376.43
2.96,8.68,76.02,0.79,22.15,12476,18549,9.66,25.98,19.11,8.72,707,449,0,0,1118.3,591.38
3.09,1.16,49.83,1.12,34.68,0,26622,8.48,22.96,11.24,5.77,913,502,88,18,1675.5,1470.15
2.38,15.58,82.19,0.26,1.2,61840,20641,12.73,18.64,11.7,10.83,3984,2665,163,0,4248.1,1768.04
2.75,14.11,79.77,1.42,10.32,44090,29211,7.14,16.09,11.31,7.29,4749,1536,101,5,1751.5,1558.42
2.46,0.03,98.01,0.83,0.96,14638,27264,7.57,9.92,8.78,4.43,257,186,0,0,3283.8,491.01
2.53,6.45,91.2,1.77,1.19,12236,44495,1.75,4.54,6.98,1.79,561,232,0,0,2682.6,408.57
2.99,34.35,62.67,1.63,2.48,70161,21824,7.96,21.73,8.24,4.82,1623,3109,28,10,1354.9,2191.91
2.48,31.88,62.42,2.41,24.56,49998,24898,4.62,15.48,11.25,8.23,18587,1980,10,14,5728.5,2925.2
2.68,0.56,95.37,1.26,5.91,56958,36192,5.07,6.13,5.89,3.09,1766,830,13,0,3175.3,418.98
2.66,0.54,98.76,0.38,0.54,19653,34350,3.89,5.82,4.85,3.23,152,293,0,0,1879.5,346.76
3.12,0.55,98.55,0.67,0.59,15909,42523,4.09,4.34,6.92,4.82,678,174,0,0,695.7,273.18
2.44,22.62,76.87,0.36,0.35,0,21319,8.85,19.92,12.26,5.75,178,770,9,0,1461.5,783.6
2.6,31.56,67.76,0.41,0.44,0,24375,8.95,13.39,15.56,4.44,38,279,16,0,1175.6,1401.27
2.8,14.69,80.5,1.79,4.87,34733,36097,5.33,5.46,8.08,4.26,1440,309,0,0,3181.5,1626.65
2.61,0.64,97.97,0.78,1.44,12551,44277,2.33,2.12,2.66,3.98,241,226,0,0,2599.8,332.18
2.38,0.2,99.28,0.3,0.53,0,21114,10.92,17.25,17.86,4.42,41,313,4,1,825.7,625.48
2.47,1.76,95.02,2.76,2.02,13597,55248,1.92,1.73,2.81,2.54,939,208,0,0,4770.2,311.14
2.48,0.56,98.14,0.63,1.4,0,22955,14.04,16.3,8.95,10.35,334,328,0,1,3318.2,962.72
2.74,55.75,43.57,0.5,0.45,196594,23270,10.83,22.68,9.01,8.79,2006,7509,93,2,1741.2,3623.87
3.27,3.84,66,6.63,53.45,41333,31889,12.24,14.28,18.49,8.28,12198,581,0,0,4433,1304.55
2.83,0.33,98.5,0.96,0.79,15849,53058,2.83,1.8,2.91,3.98,712,212,0,0,1817.1,196.45
2.8,7.95,91.12,0.71,1.07,15009,40216,4.18,4.15,6.81,2.91,273,395,0,0,2156.5,399.71
2.25,8.23,90,1.33,0.83,22922,30516,2.61,6.66,2.64,3.15,754,538,0,0,3001.8,748.1
2.77,39.47,49.16,4.94,15.67,24850,46758,5.71,8.42,7.9,5.32,6166,440,21,0,4870.3,1291.07
2.51,40.43,58.37,0.64,0.74,182044,19779,15.5,26.53,10.74,10.39,2606,7700,406,5,3194.8,2399.53
2.34,5.75,74.14,13.77,15.19,68223,35681,5.49,4.98,7.34,5.29,11718,1061,17,5,5022.3,1218.52
2.78,10.13,88.55,0.67,1.51,11708,34990,3.76,4.04,8.09,3.64,273,266,0,0,2046.9,500.27
2.87,0.36,93.48,0.86,11.26,0,29784,6.95,11.94,3.44,10.08,239,348,0,0,1079.2,753.47
2.51,1.35,95.71,0.34,7.87,0,18423,7.98,18.95,11.46,9.17,249,550,7,0,1554,1080.44
2.78,17.84,80.61,0.74,1.47,22537,31448,5.11,9.83,5.7,4.22,450,731,0,0,1558.2,1391.1
2.7,4.2,93.96,1.28,1.32,12099,50598,1.1,1.55,2.15,3.06,558,299,0,0,923.7,356.75
2.51,19.03,73.65,3.07,14.16,48718,44004,4.71,7.68,7.88,5.02,10313,1282,539,3,4794.1,412.64
2.6,10.97,81.31,1.78,2.95,23921,25550,5.89,14.87,5.45,7.85,676,1580,0,0,3064.5,1196.75
2.99,0.17,98.62,0.44,0.74,0,37549,5.41,7,4.37,6.97,98,155,3,0,252.1,725.02
2.08,12.05,87,0.67,0.94,11765,31938,2.06,4.88,2.84,3.2,147,516,0,0,1049.6,758.69
2.27,13.98,79.77,5.02,3.02,19438,44002,2.36,3.5,3.77,2.22,1371,498,0,0,5924.1,989.78
2.39,3.04,94.32,1.61,2.57,15301,33026,4.15,6.09,6.37,3.63,727,335,0,0,8070.6,1053.65
2.67,0.41,88.97,10.04,3.02,26303,79579,2.84,1.23,1.07,2.87,3459,270,8,0,3985.3,733.79
2.86,1.33,91.88,0.53,1.17,0,33000,4.71,8.57,5.53,3.92,121,316,0,0,1793.9,643.14
3.6,5.86,52.11,34.67,18.61,50686,55730,7.01,4.9,7.41,4.86,15598,366,0,0,3556.4,725.88
3.11,1.65,96.61,1.3,2.11,9850,59967,1.71,2.09,4.04,4.25,972,170,0,0,624.4,548.1
3.01,1.9,94.96,2.66,2.71,67857,54053,3.38,2.43,4.77,4.65,4759,858,0,0,1600.5,323.8
2.39,2.94,83.48,5.5,14.36,48404,41922,5.21,8.08,5.82,4.77,10338,844,170,16,2816.8,1047.27
3.21,3.44,76.87,1.16,69.02,515181,23460,9.74,25.32,22.23,9.85,120432,8080,359,95,2027.3,956.09
3.12,0.5,98.95,0.41,0.45,6239,46932,5.15,4.11,2.4,7.29,385,215,0,0,642.6,459.1
2.32,4.46,94.67,0.72,0.3,34881,21053,8.21,16.91,11.51,6.66,563,2090,0,9,2440.7,1138.5
2.81,0.43,98.98,0.28,0.81,10208,36634,7.06,5.86,10.5,7.65,508,259,0,0,750.7,380.45
2.72,45.09,54.09,0.17,1.59,0,16574,20.81,34.5,23.43,7.72,150,555,18,0,1097.9,1914.76
2.89,9,80.73,0.54,4.62,0,22027,6.15,20.96,11.13,7.84,358,904,5,0,186.8,1157.52
2.78,4.19,83.92,9.09,9.21,24458,45713,3.68,3.34,7.11,5.04,5045,236,19,0,8160.3,439.75
2.72,1.02,98.08,0.56,0.76,10759,37044,1.74,4.73,5.78,2.8,253,108,0,0,1627.4,394.84
2.89,6.37,64.08,21.41,13.59,17400,33265,11.8,11.76,7.65,4.72,5084,503,35,21,2402,1647.82
2.82,0.88,94.55,3.47,1.81,0,19977,3.72,23.4,3.54,6.09,1066,177,0,0,3730.7,417.33
2.63,2.61,93.35,1.24,5.18,33574,37473,3.24,7.77,3.47,5.45,1243,1022,0,0,3283.8,1044.02
2.68,9.42,88.63,1.14,1.31,57483,19118,9.56,20.43,8.83,8.33,1439,2589,73,0,2006.2,1738.76
3.27,2.48,72.5,1.15,69.1,0,22365,19.49,24.31,31.14,14.81,4515,333,0,8,3675.8,1992.07
2.67,1.11,96.77,0.52,3.41,18334,34704,6.42,7.67,8.25,6.57,476,401,0,0,606.1,730.01
3.01,15.27,62.22,0.28,38.59,0,21483,9.91,24.2,21.4,9.57,1268,1045,5,0,959,1135.99
2.54,7.31,91.15,1.17,0.77,14579,32733,3.92,9,7.85,4.28,292,373,0,0,1612.7,577.66
2.91,0.46,99.05,0.4,0.37,11131,33219,3.73,3.75,7.78,5.87,188,154,0,0,507.3,497.64
2.83,0.31,96.46,3.2,0.67,11768,60925,2.54,2.33,2.44,2.72,1039,89,0,0,1561.2,459.6
2.71,1.06,96.63,1.81,1.04,26209,41450,2.79,2.42,7.27,2.34,980,353,0,0,1162.1,333.63
3.01,16.01,60.64,4,34.57,164164,25533,17.98,22.79,12.54,10.69,25392,4322,828,133,2876.8,2595.38
1.6,3.42,90.18,3.1,8.73,36118,29314,8.39,11.43,6,7.04,12282,1253,14,142,18541.1,1949.97
2.47,31.53,61.09,1.76,8.66,231636,22785,16.52,23.5,11.03,8.8,14423,7547,294,1,6248.1,2747.57
2.51,3.57,87.49,3.21,2.38,74195,25165,3.22,15.04,4.16,6.05,3461,3743,32,0,436.6,1184.17
3.27,4.77,88.62,1.76,8.61,0,42743,1.33,2.85,2.61,4.49,1123,380,0,0,1825.7,622.85
2.76,0.46,95.69,2.24,2.12,10152,32069,2.63,3.89,4.04,3.65,345,72,0,0,4003.2,900.82
2.79,2.39,81.07,11.11,10.15,103439,29351,14.64,17.99,16.6,10.68,16998,3283,182,50,7247.1,2323.51
3.05,7.1,85.31,1.01,14.3,27896,41733,4.01,8.82,6.53,5.22,1219,822,0,0,1397.2,577.7
2.78,7.94,76.92,0.41,37.85,55000,25576,8.51,18.88,15.17,6.83,1776,2025,7,3,1765,1808.05
2.58,23.5,68.77,1.2,7.91,0,25689,8.46,18.74,13.78,5.04,1587,711,37,0,760.4,1121.84
2.21,1.09,97.64,0.4,1.4,21051,27222,6.95,9.5,2.59,7.93,1100,6319,12,0,842.7,1247.16
2.93,3.37,93.69,2.75,0.46,18548,54005,0.89,2.48,3.26,2.32,1043,260,0,0,877,243.19
2.56,7.89,89.13,1.05,3.46,95027,26218,8,15.59,7.16,6.51,2348,3138,107,31,1499.7,1885.84
2.42,27.58,69.18,2.47,1.41,207951,32451,4.07,11.8,4.77,3.97,10434,6821,215,2,2277.5,1223.37
4.18,0.29,96,1.53,3.08,0,19183,3.97,41.77,4.7,8.7,720,136,0,0,3247.5,302.22
3.29,56.42,19,1.32,31.17,87492,17386,26.92,36.56,20.02,16.3,3436,3512,293,122,9575.4,4848.97
2.85,0.47,98.97,0.38,0.45,0,41006,1.84,2.54,1.97,4.56,221,246,0,0,627.3,212.38
4.06,0.99,62.23,11.76,72.49,106209,28034,15.41,22.51,31.87,9.4,51424,1036,287,152,10789.2,1290.08
2.95,0.56,97.98,1.05,1.08,13568,47859,2.96,2.89,5.18,6.71,910,272,0,0,666.9,339.5
2.42,12.43,70.56,3.04,22.95,465577,25414,4.5,17.93,7.84,6.32,39626,24906,478,60,2063.8,1683.8
2.83,3.35,89.44,6.14,5.01,54882,47482,3.27,3.47,5.02,4.49,6641,1132,0,0,1434,540.44
2.54,6.34,92.68,0.44,0.48,0,20095,11.13,19.21,12.73,9.47,147,802,0,0,1534.6,1188.32
2.66,4.52,87.08,2.81,9.58,169759,28955,12.78,15.3,10.96,8.27,15072,5452,413,84,4362.9,2047.03
2.57,43.14,56.11,0.41,0.52,0,18683,11.17,22.9,19,7.69,249,711,9,3,1592.2,1322.19
2.77,4.18,74.12,0.22,27.56,0,23497,6.72,18.61,15.22,7.89,331,823,0,0,1504.8,524.7
2.42,8.04,90.62,0.69,1.8,17906,25380,5.31,10.82,8.74,6.91,1908,1718,5,0,1990.4,1006.15
2.63,0.5,93.04,1.41,5.65,21884,31063,5.42,7.05,7.05,5.55,982,244,0,2,2914.8,633.93
2.84,0.95,94.72,3.63,3.47,10978,53781,2.5,1.6,9.22,3.8,1325,152,0,0,1574.9,215.4
2.43,8.79,88.47,0.35,5.09,20585,21310,10.65,16.68,14.23,8.55,1207,527,81,0,3246,954.56
2.54,1.62,97.38,0.69,0.51,11432,37087,2.46,3.14,4.83,3.15,142,126,0,0,2129.8,485.65
2.35,24.27,74.59,0.74,0.69,96397,22591,8.82,16.08,13.56,5.47,1515,3354,285,15,2168.8,120.88
2.45,29.59,66.78,1.2,3.91,433511,26713,7.86,15.32,6.95,7.23,12387,24182,597,96,1348.3,2717.1
2.44,17.07,82.14,0.43,0.49,36521,21459,7.91,18.55,13.57,6.99,235,1003,27,0,1496.5,930.77
2.87,1.4,97.26,0.59,1.28,0,22550,8.94,20.2,8.31,6.3,664,368,43,0,4879.5,862.07
3.58,3.25,55.83,12.41,47.86,94279,38124,10.72,9.29,16.22,6.64,26635,901,88,1,9323.5,1065.68
2.61,14.11,76.21,3,16.74,188082,36376,9.15,11.03,11.2,6.48,38067,3461,253,10,10040.9,918.34
2.34,2.9,94.38,1.9,5.59,61491,42314,2.24,5.51,3.65,3.29,8195,6746,0,0,2183.4,1362.77
2.95,1.47,97.91,0.26,0.68,0,48481,2.82,3.23,3.62,3.55,342,655,0,0,389.8,409.17
3.58,0.73,96.33,2.08,1.38,0,30613,3.43,10.89,7.74,3.05,409,177,0,0,2373.3,385.12
2.86,1.22,90.4,4.78,9.6,104352,56856,3.46,4.22,3.3,3.95,14110,1308,1,0,2032.4,581.86
2.47,1.64,95.09,2.55,1.13,33485,37862,3.28,3.71,4.04,3.56,1263,654,0,0,2440.2,593.06
2.67,58.24,40.93,0.43,0.89,16433,17959,16.03,26.25,15.03,9.38,168,740,0,0,920.9,2421.09
3.03,47.44,50.33,1.32,1.47,40709,19955,13.12,21.16,11.99,4.96,772,922,28,0,1868.8,1986.6
3.13,4.7,62.8,19.54,26.64,782225,46206,8.94,9.31,10.84,5.54,207041,9147,917,145,4408.8,730.88
3.19,2.13,96.03,1.18,2.13,0,20628,5.83,23.4,7.64,5.3,457,310,1,0,3079,544.77
3.4,9.9,83.97,3.46,10.89,29796,46726,6.44,5.17,4.46,4.16,2308,661,0,0,1342.4,567.81
2.47,7.76,87.03,1.67,10.77,33510,41495,5.91,8.31,6.43,5.54,4672,1766,0,0,15151.9,831.55
2.84,0.81,77.09,0.36,15.97,0,28911,6.5,15.23,5.72,7.17,546,1140,17,0,1395.6,992.37
2.45,3.94,93.73,2.08,0.87,26012,61144,1.39,1.8,1.58,2.32,1593,497,0,0,1363.7,403.38
2.47,17.01,81.68,0.85,0.65,0,20099,11.33,19.77,24.88,6.23,175,479,0,0,984.4,1161.7
4.29,0.41,31.36,0.76,93.11,27850,25567,10.52,21.26,49.89,12.22,16181,184,0,14,23054.6,534.82
2.48,0.73,96.91,0.65,2.25,15290,30067,8.02,9.27,12.82,6.53,615,819,0,0,1251.6,1179.33
2.65,1.4,97.36,0.67,1.27,0,24215,6.51,10.69,8.31,6.44,298,452,0,0,2950.2,569.56
3.04,1.04,92.63,6.21,2.31,11538,60688,2.64,1.23,6.25,2.97,1336,92,0,0,1044.2,284.5
2.92,0.55,98.29,0.86,0.92,10138,39308,3.27,4.44,4.88,3.76,540,875,0,0,384.7,765.51
2.6,45.63,53.11,0.91,0.78,43467,22423,12.23,21.79,14.51,6.9,1029,1238,120,5,2319,2526.56
3.07,0.29,98.96,0.43,0.88,8888,42160,1.51,3.14,6.9,5.66,542,263,0,0,382.5,392.55
2.34,0.21,98.16,1.19,0.87,0,22257,7.73,10.27,12.26,4.37,293,451,0,0,2182.7,610.26
