gender,card,type,items,spent
0,2,1,5,400.74
0,2,2,0,0
0,2,3,0,0
0,2,4,0,0
0,2,5,6,370.96
0,2,1,4,220.5
0,2,2,2,199.04
0,2,3,1,72.94
0,2,4,3,319.28
0,2,5,3,200.14
0,2,1,2,179.53
0,2,2,6,570.67
0,2,3,1,113.4
0,2,4,3,427.05
0,2,5,3,243.44
0,2,1,0,0
0,2,2,9,368.61
0,2,3,5,375.09
0,2,4,3,425.39
0,2,5,4,405.63
0,2,1,3,195.66
0,2,2,4,266.99
0,2,3,1,86.3
0,2,4,1,193.97
0,2,5,4,228.91
0,2,1,5,304.55
0,2,2,6,568.69
0,2,3,2,275.89
0,2,4,0,0
0,2,5,7,689.88
0,2,1,1,84.5
0,2,2,9,534.91
0,2,3,1,157.7
0,2,4,1,152.75
0,2,5,7,394.75
0,2,1,3,171.5
0,2,2,5,369.73
0,2,3,4,461.39
0,2,4,3,418.77
0,2,5,4,279.61
0,2,1,1,85.35
0,2,2,4,300.53
0,2,3,1,134.35
0,2,4,2,264.6
0,2,5,8,800.81
0,2,1,0,0
0,2,2,9,454.95
0,2,3,1,117.91
0,2,4,1,188.21
0,2,5,5,342.28
0,2,1,1,88.2
0,2,2,6,547.67
0,2,3,0,0
0,2,4,2,251.18
0,2,5,1,93.1
0,2,1,3,194.32
0,2,2,5,307.92
0,2,3,1,90.11
0,2,4,2,269.87
0,2,5,6,582.37
0,2,1,1,76.06
0,2,2,7,562.51
0,2,3,3,363.45
0,2,4,0,0
0,2,5,4,397.63
0,2,1,0,0
0,2,2,6,348.49
0,2,3,4,415.43
0,2,4,0,0
0,2,5,5,331.2
0,2,1,1,71.17
0,2,2,6,500.94
0,2,3,1,105.2
0,2,4,0,0
0,2,5,3,198.19
0,2,1,3,261.55
0,2,2,5,481.35
0,2,3,1,64.44
0,2,4,4,731.42
0,2,5,6,555.96
0,2,1,2,112.21
0,2,2,7,364.34
0,2,3,3,188.98
0,2,4,0,0
0,2,5,5,305.73
0,3,1,3,208.19
0,3,2,9,696.54
0,3,3,0,0
0,3,4,2,340.12
0,3,5,7,554.69
0,3,1,5,344.59
0,3,2,3,180.21
0,3,3,2,170.63
0,3,4,3,414.55
0,3,5,1,96.02
0,3,1,5,407.7
0,3,2,5,200.08
0,3,3,2,186.93
0,3,4,2,267.01
0,3,5,6,583.61
0,3,1,2,151.94
0,3,2,3,180.09
0,3,3,3,159.17
0,3,4,6,1167.67
0,3,5,6,467.53
0,3,1,4,359.52
0,3,2,8,328.59
0,3,3,1,146.63
0,3,4,3,407.28
0,3,5,5,363.42
0,3,1,3,248.48
0,3,2,6,297.27
0,3,3,1,125.41
0,3,4,3,594.23
0,3,5,0,0
0,3,1,3,205.64
0,3,2,4,363.24
0,3,3,0,0
0,3,4,1,169.33
0,3,5,0,0
0,3,1,3,229.02
0,3,2,9,750.86
0,3,3,2,253.55
0,3,4,5,817.71
0,3,5,4,378.31
0,3,1,3,222.28
0,3,2,2,144.32
0,3,3,4,388.29
0,3,4,3,415.56
0,3,5,5,518.32
0,3,1,4,280.59
0,3,2,10,585.24
0,3,3,5,384.93
0,3,4,1,103.59
0,3,5,6,561.41
0,3,1,1,87.93
0,3,2,11,667.69
0,3,3,4,439
0,3,4,1,154.71
0,3,5,7,651.65
0,3,1,5,319.43
0,3,2,6,540.56
0,3,3,2,268.44
0,3,4,4,747.87
0,3,5,1,100.87
0,3,1,3,201.71
0,3,2,6,359.5
0,3,3,2,147.48
0,3,4,1,190.17
0,3,5,4,321.54
0,3,1,5,291.15
0,3,2,8,598.5
0,3,3,1,77.58
0,3,4,3,365.94
0,3,5,2,140.72
0,3,1,4,261.77
0,3,2,6,299.91
0,3,3,2,273.21
0,3,4,2,398.49
0,3,5,7,382.79
0,3,1,4,252.26
0,3,2,5,320.77
0,3,3,5,312.36
0,3,4,1,126.03
0,3,5,2,193.28
0,3,1,5,380.91
0,3,2,9,534.38
0,3,3,1,137.34
0,3,4,2,268.52
0,3,5,5,352.09
0,3,1,2,172.5
0,3,2,7,401.35
0,3,3,4,571.58
0,3,4,1,186.96
0,3,5,3,244.28
0,3,1,5,285.94
0,3,2,12,628.01
0,3,3,4,344.78
0,3,4,4,770.28
0,3,5,6,582.43
0,3,1,5,324.86
0,3,2,9,340.72
0,3,3,4,335.57
0,3,4,2,268.58
0,3,5,5,457.35
0,3,1,2,132.72
0,3,2,10,531.33
0,3,3,5,523.7
0,3,4,1,177.35
0,3,5,5,482.84
0,3,1,4,240.95
0,3,2,10,332.94
0,3,3,2,239.34
0,3,4,1,159.51
0,3,5,2,176.49
0,3,1,4,344.01
0,3,2,5,246.36
0,3,3,5,478.4
0,3,4,5,890.93
0,3,5,6,592.9
0,3,1,2,178.44
0,3,2,5,218.63
0,3,3,1,83.93
0,3,4,2,247.7
0,3,5,7,482.98
0,2,1,0,0
0,2,2,4,235.26
0,2,3,0,0
0,2,4,1,138.23
0,2,5,5,478.51
0,2,1,2,120.56
0,2,2,1,77.57
0,2,3,0,0
0,2,4,0,0
0,2,5,2,157.93
0,2,1,0,0
0,2,2,3,268
0,2,3,0,0
0,2,4,2,284.56
0,2,5,2,193.66
0,2,1,1,67.86
0,2,2,2,168.51
0,2,3,0,0
0,2,4,0,0
0,2,5,1,52.7
0,2,1,0,0
0,2,2,4,227.03
0,2,3,0,0
0,2,4,2,309.22
0,2,5,3,261.32
0,2,1,0,0
0,2,2,0,0
0,2,3,1,67.19
0,2,4,3,350.74
0,2,5,0,0
0,2,1,0,0
0,2,2,6,392.2
0,2,3,0,0
0,2,4,0,0
0,2,5,0,0
0,2,1,2,134.91
0,2,2,8,304.68
0,2,3,0,0
0,2,4,0,0
0,2,5,0,0
0,2,1,0,0
0,2,2,5,281.84
0,2,3,2,198.34
0,2,4,1,124.4
0,2,5,1,95.28
0,2,1,0,0
0,2,2,8,456.98
0,2,3,0,0
0,2,4,0,0
0,2,5,4,364.68
0,2,1,0,0
0,2,2,0,0
0,2,3,0,0
0,2,4,0,0
0,2,5,4,309.14
0,2,1,1,83.8
0,2,2,5,316.67
0,2,3,1,103.7
0,2,4,0,0
0,2,5,0,0
0,2,1,0,0
0,2,2,7,331.8
0,2,3,0,0
0,2,4,2,392.77
0,2,5,3,269.72
0,2,1,4,307.07
0,2,2,9,354.56
0,2,3,1,81.37
0,2,4,0,0
0,2,5,1,54.29
0,2,1,0,0
0,2,2,8,315.06
0,2,3,0,0
0,2,4,0,0
0,2,5,2,138.48
0,2,1,0,0
0,2,2,0,0
0,2,3,0,0
0,2,4,1,184.35
0,2,5,1,91.62
0,2,1,0,0
0,2,2,2,102.82
0,2,3,0,0
0,2,4,0,0
0,2,5,2,163.15
0,2,1,0,0
0,2,2,3,265.19
0,2,3,0,0
0,2,4,0,0
0,2,5,0,0
0,2,1,0,0
0,2,2,9,510.01
0,2,3,1,111.49
0,2,4,1,170.21
0,2,5,1,64.72
0,2,1,0,0
0,2,2,1,72.01
0,2,3,0,0
0,2,4,0,0
0,2,5,1,79.38
0,2,1,1,55.13
0,2,2,0,0
0,2,3,0,0
0,2,4,1,157.65
0,2,5,4,263.59
0,2,1,0,0
0,2,2,0,0
0,2,3,0,0
0,2,4,0,0
0,2,5,1,94.16
0,2,1,0,0
0,2,2,10,754.59
0,2,3,0,0
0,2,4,5,610.87
0,2,5,2,112.28
0,2,1,0,0
0,2,2,6,496.66
0,2,3,0,0
0,2,4,0,0
0,2,5,1,82.92
0,1,1,4,339.29
0,1,2,2,60.47
0,1,3,0,0
0,1,4,0,0
0,1,5,0,0
0,1,1,0,0
0,1,2,0,0
0,1,3,1,89.51
0,1,4,1,127.46
0,1,5,3,259.2
0,1,1,3,276.5
0,1,2,0,0
0,1,3,3,396.67
0,1,4,0,0
0,1,5,0,0
0,1,1,1,56.4
0,1,2,0,0
0,1,3,1,114.29
0,1,4,5,722.44
0,1,5,1,92.53
0,1,1,0,0
0,1,2,0,0
0,1,3,0,0
0,1,4,1,189.51
0,1,5,1,98.31
0,1,1,0,0
0,1,2,0,0
0,1,3,0,0
0,1,4,0,0
0,1,5,0,0
0,1,1,1,96.06
0,1,2,1,51.54
0,1,3,1,128.1
0,1,4,0,0
0,1,5,0,0
0,1,1,1,87.65
0,1,2,2,111.23
0,1,3,3,432.9
0,1,4,0,0
0,1,5,0,0
0,1,1,1,88.37
0,1,2,5,195.46
0,1,3,1,123.54
0,1,4,1,171.57
0,1,5,1,101.92
0,1,1,0,0
0,1,2,6,269.31
0,1,3,1,82.91
0,1,4,0,0
0,1,5,1,61.06
0,1,1,1,87.48
0,1,2,0,0
0,1,3,5,747.49
0,1,4,0,0
0,1,5,0,0
0,1,1,0,0
0,1,2,3,144.94
0,1,3,1,103.17
0,1,4,0,0
0,1,5,1,69.87
0,1,1,5,442.63
0,1,2,4,265.75
0,1,3,2,231.95
0,1,4,1,106.51
0,1,5,0,0
0,1,1,0,0
0,1,2,4,198.75
0,1,3,0,0
0,1,4,0,0
0,1,5,0,0
0,1,1,0,0
0,1,2,0,0
0,1,3,1,99.26
0,1,4,1,199.75
0,1,5,2,117.18
0,1,1,3,261.93
0,1,2,3,103.54
0,1,3,2,147.05
0,1,4,2,373.45
0,1,5,0,0
0,1,1,0,0
0,1,2,0,0
0,1,3,2,295
0,1,4,1,145.33
0,1,5,3,185.49
0,1,1,3,238.93
0,1,2,4,258.38
0,1,3,0,0
0,1,4,0,0
0,1,5,0,0
0,1,1,5,414.06
0,1,2,6,231.08
0,1,3,4,216.73
0,1,4,1,131.71
0,1,5,1,88.24
0,1,1,2,159.34
0,1,2,0,0
0,1,3,0,0
0,1,4,2,255.74
0,1,5,0,0
0,1,1,1,66.8
0,1,2,1,60.46
0,1,3,2,199.74
0,1,4,0,0
0,1,5,1,74.91
0,1,1,0,0
0,1,2,1,46.31
0,1,3,3,395.14
0,1,4,1,165.7
0,1,5,0,0
0,1,1,0,0
0,1,2,6,407.1
0,1,3,2,132.76
0,1,4,1,180.14
0,1,5,0,0
0,1,1,0,0
0,1,2,0,0
0,1,3,3,267.73
0,1,4,0,0
0,1,5,0,0
0,1,1,3,254.63
0,1,2,4,215.63
0,1,3,0,0
0,1,4,5,634.42
0,1,5,6,493.9
0,1,1,2,117.65
0,1,2,4,153.41
0,1,3,3,460.94
0,1,4,2,326.67
0,1,5,2,187.57
0,1,1,1,85.17
0,1,2,1,57.48
0,1,3,3,339.56
0,1,4,1,118.95
0,1,5,6,481.9
0,1,1,0,0
0,1,2,2,77.55
0,1,3,2,232.58
0,1,4,0,0
0,1,5,2,171.3
0,1,1,1,62.61
0,1,2,2,133.85
0,1,3,3,338.01
0,1,4,1,205.25
0,1,5,6,358.05
0,1,1,2,150.56
0,1,2,0,0
0,1,3,2,148.9
0,1,4,2,397.24
0,1,5,1,68.43
0,1,1,4,374.58
0,1,2,3,150.84
0,1,3,3,178.66
0,1,4,0,0
0,1,5,3,285.49
0,1,1,0,0
0,1,2,4,298.54
0,1,3,1,119.53
0,1,4,1,194.02
0,1,5,0,0
0,1,1,0,0
0,1,2,0,0
0,1,3,3,429.43
0,1,4,2,289.15
0,1,5,2,145.16
0,1,1,2,147.62
0,1,2,1,66.92
0,1,3,4,442.43
0,1,4,2,207.62
0,1,5,1,65.7
0,1,1,0,0
0,1,2,3,241.34
0,1,3,2,134.96
0,1,4,3,612.63
0,1,5,3,229.94
0,1,1,4,255.25
0,1,2,1,67.15
0,1,3,3,185.73
0,1,4,1,147.19
0,1,5,1,89.82
0,1,1,2,153.56
0,1,2,0,0
0,1,3,1,98.64
0,1,4,2,238.72
0,1,5,3,267.78
0,1,1,3,188.18
0,1,2,1,68.94
0,1,3,4,271.14
0,1,4,1,138.71
0,1,5,1,55.38
0,1,1,5,384.49
0,1,2,5,313.22
0,1,3,2,121.7
0,1,4,1,152.2
0,1,5,3,227.22
0,1,1,1,61.14
0,1,2,0,0
0,1,3,2,204.5
0,1,4,2,250.61
0,1,5,0,0
0,1,1,1,54.23
0,1,2,2,119.81
0,1,3,4,246.99
0,1,4,0,0
0,1,5,1,86.78
0,1,1,2,184.19
0,1,2,0,0
0,1,3,6,733.78
0,1,4,2,326.8
0,1,5,1,65.51
0,1,1,1,75.14
0,1,2,10,764.24
0,1,3,5,416.08
0,1,4,2,240.19
0,1,5,5,299.2
0,1,1,2,95.97
0,1,2,0,0
0,1,3,1,95.91
0,1,4,2,397.35
0,1,5,0,0
0,1,1,3,216.18
0,1,2,3,281.09
0,1,3,0,0
0,1,4,0,0
0,1,5,3,338.13
0,1,1,3,206.84
0,1,2,4,351.45
0,1,3,1,147.58
0,1,4,0,0
0,1,5,1,84.58
0,1,1,4,256.26
0,1,2,0,0
0,1,3,3,315.13
0,1,4,1,176.12
0,1,5,1,62.55
0,1,1,4,265.08
0,1,2,4,118.05
0,1,3,2,304.24
0,1,4,5,525.66
0,1,5,1,77.84
0,1,1,3,164.11
0,1,2,9,702.89
0,1,3,2,210.72
0,1,4,0,0
0,1,5,3,237.92
0,1,1,2,156.43
0,1,2,1,41.86
0,1,3,3,342.81
0,1,4,0,0
0,1,5,4,312.62
0,1,1,3,174.61
0,1,2,7,284.34
0,1,3,1,147.41
0,1,4,0,0
0,1,5,1,98.59
0,1,1,1,67.51
0,1,2,2,67.55
0,1,3,1,112.33
0,1,4,0,0
0,1,5,2,107.45
0,1,1,1,61.29
0,1,2,9,783.04
0,1,3,2,240.17
0,1,4,0,0
0,1,5,4,390.02
0,1,1,4,336.49
0,1,2,2,135.41
0,1,3,3,417.84
0,1,4,1,104.07
0,1,5,3,241.73
0,1,1,4,247.66
0,1,2,10,867.66
0,1,3,1,107.89
0,1,4,2,332.41
0,1,5,1,63.74
0,1,1,1,79.22
0,1,2,1,82.55
0,1,3,0,0
0,1,4,0,0
0,1,5,4,379.55
0,1,1,2,111.09
0,1,2,2,103.27
0,1,3,3,438.41
0,1,4,1,144.99
0,1,5,4,255.3
0,1,1,3,229.3
0,1,2,2,108.55
0,1,3,0,0
0,1,4,0,0
0,1,5,3,249.75
0,1,1,1,74.41
0,1,2,7,433.53
0,1,3,3,315.82
0,1,4,0,0
0,1,5,3,175.23
0,1,1,0,0
0,1,2,4,167.52
0,1,3,2,253.5
0,1,4,1,107.12
0,1,5,1,88.77
0,1,1,5,282.31
0,1,2,8,510.55
0,1,3,1,138.62
0,1,4,1,102.02
0,1,5,1,90.39
0,1,1,3,191.81
0,1,2,3,170.12
0,1,3,0,0
0,1,4,0,0
0,1,5,5,405.01
0,1,1,0,0
0,1,2,2,116.27
0,1,3,0,0
0,1,4,1,194.04
0,1,5,7,485.04
0,1,1,1,55.41
0,1,2,1,69.11
0,1,3,1,147.92
0,1,4,2,263.32
0,1,5,2,155.47
0,1,1,1,45.02
0,1,2,5,165.76
0,1,3,2,285.38
0,1,4,1,183.1
0,1,5,3,289.39
0,1,1,0,0
0,1,2,0,0
0,1,3,1,91.79
0,1,4,1,184.18
0,1,5,6,475.09
0,1,1,1,93.45
0,1,2,10,395.79
0,1,3,3,395.68
0,1,4,2,332.53
0,1,5,1,71.55
0,1,1,0,0
0,1,2,2,108.7
0,1,3,1,71.36
0,1,4,0,0
0,1,5,1,87.44
0,1,1,0,0
0,1,2,9,299.77
0,1,3,1,116.38
0,1,4,2,359.88
0,1,5,0,0
0,1,1,1,77.68
0,1,2,4,341.35
0,1,3,1,106.45
0,1,4,0,0
0,1,5,2,140.47
0,1,1,0,0
0,1,2,5,328.44
0,1,3,1,119.93
0,1,4,1,114.44
0,1,5,6,333.62
0,1,1,2,129.45
0,1,2,8,588.28
0,1,3,0,0
0,1,4,3,538.26
0,1,5,4,393.29
0,1,1,2,215.21
0,1,2,5,628.97
0,1,3,0,0
0,1,4,1,179.14
0,1,5,5,474.14
0,1,1,2,173.88
0,1,2,5,413.44
0,1,3,1,137.91
0,1,4,3,548.73
0,1,5,5,392.1
0,1,1,5,380.63
0,1,2,9,901.5
0,1,3,2,165.65
0,1,4,1,184.98
0,1,5,3,306.51
0,1,1,5,414.03
0,1,2,9,893.12
0,1,3,3,383.17
0,1,4,3,533.26
0,1,5,7,534.93
0,1,1,2,208
0,1,2,9,744.5
0,1,3,4,396.02
0,1,4,3,432.92
0,1,5,2,177.56
0,1,1,4,353.38
0,1,2,8,574.68
0,1,3,5,769.85
0,1,4,1,178.14
0,1,5,4,270.77
0,1,1,4,405.11
0,1,2,9,850.9
0,1,3,2,267.61
0,1,4,3,367.58
0,1,5,5,444.4
0,1,1,1,97.54
0,1,2,11,1246.39
0,1,3,3,219.19
0,1,4,1,130.55
0,1,5,8,774.61
0,1,1,5,495.55
0,1,2,10,1106.22
0,1,3,4,405.95
0,1,4,3,507.84
0,1,5,3,306.27
0,1,1,3,287.38
0,1,2,10,709.3
0,1,3,3,220.76
0,1,4,2,394.59
0,1,5,3,254.42
0,1,1,4,421.46
0,1,2,9,652.67
0,1,3,0,0
0,1,4,0,0
0,1,5,6,449.31
0,1,1,3,205.96
0,1,2,8,689
0,1,3,0,0
0,1,4,2,276.78
0,1,5,6,593.04
0,1,1,3,334.36
0,1,2,9,975.82
0,1,3,2,208.81
0,1,4,2,321.31
0,1,5,5,505.7
0,1,1,5,462.01
0,1,2,10,993.75
0,1,3,3,487.91
0,1,4,5,803.92
0,1,5,5,461.71
0,1,1,5,457.39
0,1,2,7,862.6
0,1,3,4,503.18
0,1,4,2,245.1
0,1,5,5,438.96
0,1,1,5,550.98
0,1,2,10,985.01
0,1,3,3,497.76
0,1,4,3,399.69
0,1,5,5,450.37
0,1,1,4,355.16
0,1,2,9,1102.19
0,1,3,2,311.93
0,1,4,3,471.97
0,1,5,6,570.51
0,1,1,2,160.64
0,1,2,9,795.12
0,1,3,1,63.98
0,1,4,3,351.46
0,1,5,6,562.05
0,1,1,2,186.35
0,1,2,10,1166.95
0,1,3,4,563.04
0,1,4,2,338.89
0,1,5,5,480.35
0,1,1,3,260.39
0,1,2,10,721.6
0,1,3,2,225.8
0,1,4,3,534.33
0,1,5,0,0
0,1,1,4,434.48
0,1,2,8,841.52
0,1,3,2,341.38
0,1,4,3,471.46
0,1,5,5,463.42
0,1,1,0,0
0,1,2,8,424.02
0,1,3,3,396.36
0,1,4,2,333.98
0,1,5,6,613.78
0,1,1,2,210.51
0,1,2,4,494.85
0,1,3,1,94.91
0,1,4,2,273.34
0,1,5,4,442.2
0,1,1,5,484.51
0,1,2,8,612
0,1,3,0,0
0,1,4,3,415.61
0,1,5,3,253.76
1,2,1,1,71.33
1,2,2,10,1116.59
1,2,3,0,0
1,2,4,0,0
1,2,5,1,72.71
1,2,1,0,0
1,2,2,10,856.44
1,2,3,0,0
1,2,4,4,489.47
1,2,5,3,259.52
1,2,1,0,0
1,2,2,9,498.48
1,2,3,1,145.65
1,2,4,0,0
1,2,5,2,175.84
1,2,1,2,140.64
1,2,2,10,851.39
1,2,3,0,0
1,2,4,1,128.22
1,2,5,7,505.34
1,2,1,2,148.56
1,2,2,10,1070.98
1,2,3,0,0
1,2,4,1,146.85
1,2,5,5,374.48
1,2,1,1,55.95
1,2,2,9,432.98
1,2,3,1,59.4
1,2,4,1,155.93
1,2,5,2,155.55
1,2,1,0,0
1,2,2,10,592.72
1,2,3,0,0
1,2,4,1,113.19
1,2,5,4,264.62
1,2,1,5,340.85
1,2,2,9,900.11
1,2,3,0,0
1,2,4,2,254.4
1,2,5,4,290.59
1,2,1,2,86.16
1,2,2,8,648.46
1,2,3,1,88.07
1,2,4,1,155.17
1,2,5,9,828.11
1,2,1,1,81.83
1,2,2,6,349.66
1,2,3,0,0
1,2,4,1,120.12
1,2,5,7,603.94
1,2,1,2,86.29
1,2,2,10,722.19
1,2,3,1,107.43
1,2,4,4,667.05
1,2,5,4,260.46
1,2,1,3,197.31
1,2,2,5,273.49
1,2,3,1,98.61
1,2,4,2,356.37
1,2,5,7,395.03
1,2,1,3,195.59
1,2,2,9,736.99
1,2,3,3,222.33
1,2,4,4,664.62
1,2,5,5,412.28
1,2,1,4,290.44
1,2,2,4,231.69
1,2,3,0,0
1,2,4,1,204.21
1,2,5,6,331.79
1,2,1,2,148.72
1,2,2,7,585.2
1,2,3,0,0
1,2,4,0,0
1,2,5,4,328.89
1,2,1,3,142.89
1,2,2,9,903.12
1,2,3,1,138.69
1,2,4,2,291.8
1,2,5,7,623.68
1,2,1,0,0
1,2,2,10,545.8
1,2,3,3,400.6
1,2,4,5,1005.46
1,2,5,6,341.01
1,2,1,2,98.28
1,2,2,4,257.88
1,2,3,4,314.07
1,2,4,3,482.12
1,2,5,3,249.26
1,2,1,6,474.58
1,2,2,9,623.38
1,2,3,0,0
1,2,4,1,147.95
1,2,5,6,517.89
1,2,1,0,0
1,2,2,9,540
1,2,3,0,0
1,2,4,0,0
1,2,5,6,391.95
1,2,1,3,214.67
1,2,2,6,571.35
1,2,3,0,0
1,2,4,4,680.8
1,2,5,3,190.34
1,2,1,3,216.12
1,2,2,9,560.02
1,2,3,0,0
1,2,4,4,445.38
1,2,5,2,173.09
1,2,1,0,0
1,2,2,2,207.37
1,2,3,0,0
1,2,4,4,447.47
1,2,5,2,122.8
1,2,1,2,155.5
1,2,2,10,957.16
1,2,3,1,60.69
1,2,4,0,0
1,2,5,6,399.07
1,2,1,3,249.52
1,2,2,0,0
1,2,3,1,73.58
1,2,4,2,361.72
1,2,5,2,140.2
1,2,1,0,0
1,2,2,2,63.89
1,2,3,2,260.72
1,2,4,0,0
1,2,5,0,0
1,2,1,2,163.66
1,2,2,9,596.46
1,2,3,1,123.88
1,2,4,5,531.66
1,2,5,0,0
1,2,1,1,74.75
1,2,2,4,310.09
1,2,3,1,64.4
1,2,4,2,372.5
1,2,5,2,193.05
1,2,1,4,267.37
1,2,2,6,330.85
1,2,3,3,183.44
1,2,4,3,410.38
1,2,5,5,384.66
1,2,1,0,0
1,2,2,10,831.98
1,2,3,2,224.3
1,2,4,3,544.71
1,2,5,1,57.27
1,2,1,4,265.32
1,2,2,8,553.44
1,2,3,4,571.56
1,2,4,2,322.99
1,2,5,1,65.22
1,2,1,1,88.25
1,2,2,2,158.47
1,2,3,2,205.54
1,2,4,3,429.99
1,2,5,4,271.14
1,2,1,2,127.23
1,2,2,4,303.33
1,2,3,3,368.76
1,2,4,2,270.3
1,2,5,4,259.39
1,2,1,2,93.13
1,2,2,8,462.01
1,2,3,0,0
1,2,4,2,383.76
1,2,5,2,123.18
1,2,1,2,128.2
1,2,2,5,195.64
1,2,3,1,53.52
1,2,4,1,111.25
1,2,5,2,110.63
1,2,1,4,253.28
1,2,2,5,188.18
1,2,3,3,351.88
1,2,4,0,0
1,2,5,6,441.25
1,2,1,0,0
1,2,2,12,884
1,2,3,2,117.56
1,2,4,1,118.67
1,2,5,4,295.34
1,2,1,0,0
1,2,2,3,212.48
1,2,3,0,0
1,2,4,4,693.43
1,2,5,1,95.5
1,2,1,2,118.39
1,2,2,2,80.69
1,2,3,0,0
1,2,4,0,0
1,2,5,5,309.46
1,2,1,2,132.07
1,2,2,2,119.32
1,2,3,1,152.54
1,2,4,1,120.69
1,2,5,1,91.87
1,2,1,3,181.88
1,2,2,3,232.91
1,2,3,0,0
1,2,4,3,603.84
1,2,5,5,493.03
1,2,1,0,0
1,2,2,1,57.88
1,2,3,1,93.15
1,2,4,2,221.61
1,2,5,3,199.98
1,2,1,3,250.57
1,2,2,7,228.16
1,2,3,1,130.45
1,2,4,2,342.6
1,2,5,3,316.48
1,2,1,1,57.8
1,2,2,7,455.93
1,2,3,2,220.11
1,2,4,0,0
1,2,5,2,160.48
1,2,1,1,65.09
1,2,2,5,207.2
1,2,3,3,424.53
1,2,4,0,0
1,2,5,2,169.44
1,2,1,4,199.04
1,2,2,2,93.06
1,2,3,2,184.65
1,2,4,3,348.13
1,2,5,0,0
1,2,1,0,0
1,2,2,10,335.37
1,2,3,1,107.72
1,2,4,1,191.31
1,2,5,4,322.25
1,2,1,1,78.56
1,2,2,8,611.62
1,2,3,1,152.78
1,2,4,0,0
1,2,5,3,170.96
1,1,1,3,317.43
1,1,2,5,282.94
1,1,3,4,277.33
1,1,4,1,144.66
1,1,5,4,365.29
1,1,1,4,389.86
1,1,2,10,787.18
1,1,3,5,530.89
1,1,4,1,143.5
1,1,5,4,257.86
1,1,1,3,272.28
1,1,2,7,681.94
1,1,3,4,335.09
1,1,4,1,142.11
1,1,5,4,466.8
1,1,1,4,346.29
1,1,2,8,605.88
1,1,3,5,691.82
1,1,4,2,369.09
1,1,5,2,197.17
1,1,1,1,67.64
1,1,2,9,447.36
1,1,3,1,139
1,1,4,2,362.94
1,1,5,5,497.7
1,1,1,1,68.1
1,1,2,9,548.42
1,1,3,3,422.27
1,1,4,0,0
1,1,5,4,315.73
1,1,1,4,335.89
1,1,2,4,306.19
1,1,3,4,313.19
1,1,4,2,351.49
1,1,5,2,222.67
1,1,1,2,152.21
1,1,2,5,432.96
1,1,3,2,190.97
1,1,4,2,376.87
1,1,5,7,785.63
1,1,1,4,418.71
1,1,2,4,376.35
1,1,3,1,78.61
1,1,4,2,348.86
1,1,5,4,436.7
1,1,1,5,351.37
1,1,2,9,658.59
1,1,3,5,648.4
1,1,4,4,517.2
1,1,5,4,426.77
1,1,1,3,241.3
1,1,2,10,715.45
1,1,3,3,422.68
1,1,4,3,327.81
1,1,5,6,640.32
1,1,1,2,166.14
1,1,2,3,252.22
1,1,3,3,370
1,1,4,1,175.06
1,1,5,6,541.77
1,1,1,1,103.52
1,1,2,6,610.22
1,1,3,1,149.43
1,1,4,1,201.65
1,1,5,5,510.76
1,1,1,2,223.62
1,1,2,3,180.88
1,1,3,5,365.09
1,1,4,2,309.29
1,1,5,1,97.22
1,1,1,4,341.58
1,1,2,4,355.74
1,1,3,5,486.13
1,1,4,3,496.85
1,1,5,4,323.43
1,1,1,4,438.95
1,1,2,7,257.11
1,1,3,3,199.58
1,1,4,1,165.99
1,1,5,3,357.34
1,1,1,3,310.25
1,1,2,7,642.91
1,1,3,1,100.95
1,1,4,5,757.99
1,1,5,4,285.74
1,1,1,2,149.37
1,1,2,10,516.67
1,1,3,4,263.83
1,1,4,2,338.56
1,1,5,4,384.45
1,1,1,5,533.53
1,1,2,5,316.99
1,1,3,1,113.91
1,1,4,3,547.44
1,1,5,7,527.15
1,1,1,5,484.57
1,1,2,3,246.15
1,1,3,0,0
1,1,4,2,365.79
1,1,5,6,672.78
1,1,1,5,582.7
1,1,2,10,1044.57
1,1,3,0,0
1,1,4,1,137.69
1,1,5,4,339.25
1,1,1,5,418.04
1,1,2,8,575.94
1,1,3,3,204.23
1,1,4,0,0
1,1,5,2,211.37
1,1,1,5,608.35
1,1,2,8,490.92
1,1,3,2,299.68
1,1,4,3,588.62
1,1,5,3,337.3
1,1,1,1,85.12
1,1,2,3,160.78
1,1,3,5,751.73
1,1,4,3,482.03
1,1,5,5,478.16
1,4,1,0,0
1,4,2,0,0
1,4,3,2,208.9
1,4,4,2,292.85
1,4,5,1,70.54
1,4,1,1,62.28
1,4,2,0,0
1,4,3,1,70.89
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,1,85.9
1,4,4,0,0
1,4,5,0,0
1,4,1,1,53.7
1,4,2,0,0
1,4,3,0,0
1,4,4,5,784.6
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,3,190.01
1,4,2,0,0
1,4,3,2,138.67
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,1,130.35
1,4,5,0,0
